"DateTime","Severity","Message"
"11/29/2017 6:19:17 AM","Info","Copying binary files from c:\shared-content\binaries\Qlik Sense November 2017 to c:\shared-content\binaries"
"11/29/2017 6:19:19 AM","Info","Starting qs-initial-cfg.ps1"
"11/29/2017 6:19:19 AM","Info","Creating Service Account qservice"
"11/29/2017 6:19:19 AM","Info","Creating directory c:\QlikShare"
"11/29/2017 6:19:19 AM","Info","Creating QlikShare SMB Share"
"11/29/2017 6:19:21 AM","Info","Installing NuGet package provider"
"11/29/2017 6:19:38 AM","Info","Installing DesiredState module"
"11/29/2017 6:19:57 AM","Info","Installing Networking module"
"11/29/2017 6:20:06 AM","Info","Installing SMB module"
"11/29/2017 6:20:12 AM","Info","Installing Qlik-CLI module"
"11/29/2017 6:20:21 AM","Info","Installing Qlik-DSC module"
"11/29/2017 6:20:27 AM","Info","Adding service account to local administrators group."
"11/29/2017 6:20:42 AM","Info","Opening Firewall ports 443/4244, 80/4248; iPortal 3090; Session-Apps 4000; Ticket 5000-6000;"
"11/29/2017 6:20:44 AM","Info","Starting qs-install.ps1"
"11/29/2017 6:20:44 AM","Info","Installing Shared Persistence"
"11/29/2017 6:20:44 AM","Info","Installing Qlik Sense Server from c:\shared-content\binaries"
"11/29/2017 6:27:56 AM","Info","Starting qs-post-cfg.ps1"
"11/29/2017 6:27:56 AM","Info","Waiting for installation to finish and services to come up..."
"11/29/2017 6:27:56 AM","Warn","StatusCode is 0"
"11/29/2017 6:28:01 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:28:21 AM","Warn","StatusCode is 0"
"11/29/2017 6:28:25 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:28:45 AM","Warn","StatusCode is 0"
"11/29/2017 6:28:49 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:29:09 AM","Warn","StatusCode is 0"
"11/29/2017 6:29:19 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:29:39 AM","Warn","StatusCode is 0"
"11/29/2017 6:29:43 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:30:03 AM","Warn","StatusCode is 0"
"11/29/2017 6:30:08 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:30:30 AM","Warn","StatusCode is 0"
"11/29/2017 6:30:35 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:30:55 AM","Warn","StatusCode is 0"
"11/29/2017 6:31:00 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:31:20 AM","Warn","StatusCode is 0"
"11/29/2017 6:31:24 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:31:45 AM","Warn","StatusCode is 0"
"11/29/2017 6:31:49 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:32:09 AM","Warn","StatusCode is 0"
"11/29/2017 6:32:14 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:32:34 AM","Warn","StatusCode is 0"
"11/29/2017 6:32:39 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:32:59 AM","Warn","StatusCode is 0"
"11/29/2017 6:33:04 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:33:24 AM","Warn","StatusCode is 0"
"11/29/2017 6:33:28 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:33:48 AM","Warn","StatusCode is 0"
"11/29/2017 6:33:53 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:34:13 AM","Warn","StatusCode is 0"
"11/29/2017 6:34:18 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:34:38 AM","Warn","StatusCode is 0"
"11/29/2017 6:34:43 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:35:03 AM","Warn","StatusCode is 0"
"11/29/2017 6:35:08 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:35:28 AM","Warn","StatusCode is 0"
"11/29/2017 6:35:32 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:35:52 AM","Warn","StatusCode is 0"
"11/29/2017 6:35:57 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:36:17 AM","Warn","StatusCode is 0"
"11/29/2017 6:36:21 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:36:42 AM","Warn","StatusCode is 0"
"11/29/2017 6:36:46 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:37:06 AM","Warn","StatusCode is 0"
"11/29/2017 6:37:11 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:37:35 AM","Warn","StatusCode is 0"
"11/29/2017 6:37:39 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:37:59 AM","Warn","StatusCode is 0"
"11/29/2017 6:38:04 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:38:24 AM","Warn","StatusCode is 0"
"11/29/2017 6:38:30 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:38:50 AM","Warn","StatusCode is 0"
"11/29/2017 6:38:54 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:39:16 AM","Warn","StatusCode is 0"
"11/29/2017 6:39:21 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:39:43 AM","Warn","StatusCode is 0"
"11/29/2017 6:39:52 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:40:20 AM","Warn","StatusCode is 0"
"11/29/2017 6:40:24 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:40:44 AM","Warn","StatusCode is 0"
"11/29/2017 6:40:49 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:41:09 AM","Warn","StatusCode is 0"
"11/29/2017 6:41:14 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 6:41:34 AM","Warn","StatusCode is 0"
"11/29/2017 6:41:38 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:07:22 AM","Info","Starting q-background.ps1"
"11/29/2017 7:07:22 AM","Info","Downloading BgInfo"
"11/29/2017 7:07:27 AM","Info","Copying BgInfo script"
"11/29/2017 7:07:27 AM","Info","Setting background and BgInfo"
"11/29/2017 7:07:34 AM","Info","Starting q-user-setup.ps1"
"11/29/2017 7:07:34 AM","Info","Disabling Password Complexity"
"11/29/2017 7:07:35 AM","Info","Installing carbon"
"11/29/2017 7:07:37 AM","Info","Granting Qlik account Remote Interactive Logon Right"
"11/29/2017 7:07:50 AM","Info","Adding Qlik user to Remote Desktop Users"
"11/29/2017 7:08:04 AM","Info","Adding Qlik user to local Administrators"
"11/29/2017 7:08:18 AM","Info","Starting qs-getBinary.ps1"
"11/29/2017 7:08:18 AM","Info","Qlik Sense version to install: Qlik Sense November 2017"
"11/29/2017 7:08:18 AM","Info","Binary found for Qlik Sense November 2017"
"11/29/2017 7:08:18 AM","Info","Copying binary files from c:\shared-content\binaries\Qlik Sense November 2017 to c:\shared-content\binaries"
"11/29/2017 7:08:20 AM","Info","Starting qs-initial-cfg.ps1"
"11/29/2017 7:08:20 AM","Info","Creating Service Account qservice"
"11/29/2017 7:08:20 AM","Info","Creating directory c:\QlikShare"
"11/29/2017 7:08:20 AM","Info","Creating QlikShare SMB Share"
"11/29/2017 7:08:21 AM","Info","Installing NuGet package provider"
"11/29/2017 7:08:37 AM","Info","Installing DesiredState module"
"11/29/2017 7:08:58 AM","Info","Installing Networking module"
"11/29/2017 7:09:06 AM","Info","Installing SMB module"
"11/29/2017 7:09:11 AM","Info","Installing Qlik-CLI module"
"11/29/2017 7:09:20 AM","Info","Installing Qlik-DSC module"
"11/29/2017 7:09:29 AM","Info","Adding service account to local administrators group."
"11/29/2017 7:09:44 AM","Info","Opening Firewall ports 443/4244, 80/4248; iPortal 3090; Session-Apps 4000; Ticket 5000-6000;"
"11/29/2017 7:09:48 AM","Info","Starting qs-install.ps1"
"11/29/2017 7:09:48 AM","Info","Installing Shared Persistence"
"11/29/2017 7:09:48 AM","Info","Installing Qlik Sense Server from c:\shared-content\binaries"
"11/29/2017 7:17:30 AM","Info","Starting qs-post-cfg.ps1"
"11/29/2017 7:17:30 AM","Info","Waiting for installation to finish and services to come up..."
"11/29/2017 7:17:31 AM","Warn","StatusCode is 0"
"11/29/2017 7:17:35 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:17:55 AM","Warn","StatusCode is 0"
"11/29/2017 7:18:00 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:18:20 AM","Warn","StatusCode is 0"
"11/29/2017 7:18:24 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:18:44 AM","Warn","StatusCode is 0"
"11/29/2017 7:18:48 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:19:09 AM","Warn","StatusCode is 0"
"11/29/2017 7:19:17 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:19:37 AM","Warn","StatusCode is 0"
"11/29/2017 7:19:41 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:20:02 AM","Warn","StatusCode is 0"
"11/29/2017 7:20:07 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:20:28 AM","Warn","StatusCode is 0"
"11/29/2017 7:20:32 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:20:52 AM","Warn","StatusCode is 0"
"11/29/2017 7:20:56 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:21:16 AM","Warn","StatusCode is 0"
"11/29/2017 7:21:21 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:21:41 AM","Warn","StatusCode is 0"
"11/29/2017 7:21:45 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:22:05 AM","Warn","StatusCode is 0"
"11/29/2017 7:22:10 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:22:30 AM","Warn","StatusCode is 0"
"11/29/2017 7:22:34 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:22:54 AM","Warn","StatusCode is 0"
"11/29/2017 7:22:59 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:23:19 AM","Warn","StatusCode is 0"
"11/29/2017 7:23:23 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:23:43 AM","Warn","StatusCode is 0"
"11/29/2017 7:23:48 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:24:08 AM","Warn","StatusCode is 0"
"11/29/2017 7:24:12 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:24:32 AM","Warn","StatusCode is 0"
"11/29/2017 7:24:37 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:24:57 AM","Warn","StatusCode is 0"
"11/29/2017 7:25:02 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:25:22 AM","Warn","StatusCode is 0"
"11/29/2017 7:25:27 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:25:47 AM","Warn","StatusCode is 0"
"11/29/2017 7:25:52 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:26:12 AM","Warn","StatusCode is 0"
"11/29/2017 7:26:16 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:26:36 AM","Warn","StatusCode is 0"
"11/29/2017 7:26:41 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:27:01 AM","Warn","StatusCode is 0"
"11/29/2017 7:27:06 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:27:26 AM","Warn","StatusCode is 0"
"11/29/2017 7:27:30 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:27:50 AM","Warn","StatusCode is 0"
"11/29/2017 7:27:54 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:28:14 AM","Warn","StatusCode is 0"
"11/29/2017 7:28:19 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:28:39 AM","Warn","StatusCode is 0"
"11/29/2017 7:28:44 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:29:04 AM","Warn","StatusCode is 0"
"11/29/2017 7:29:08 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:29:28 AM","Warn","StatusCode is 0"
"11/29/2017 7:29:32 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:29:53 AM","Warn","StatusCode is 0"
"11/29/2017 7:29:57 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:30:17 AM","Warn","StatusCode is 0"
"11/29/2017 7:30:21 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:30:41 AM","Warn","StatusCode is 0"
"11/29/2017 7:30:45 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:31:06 AM","Warn","StatusCode is 0"
"11/29/2017 7:31:10 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:31:31 AM","Warn","StatusCode is 0"
"11/29/2017 7:31:35 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:31:55 AM","Warn","StatusCode is 0"
"11/29/2017 7:32:00 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:32:20 AM","Warn","StatusCode is 0"
"11/29/2017 7:32:24 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:32:44 AM","Warn","StatusCode is 0"
"11/29/2017 7:32:48 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:33:08 AM","Warn","StatusCode is 0"
"11/29/2017 7:33:13 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:33:33 AM","Warn","StatusCode is 0"
"11/29/2017 7:33:38 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:33:58 AM","Warn","StatusCode is 0"
"11/29/2017 7:34:03 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:34:23 AM","Warn","StatusCode is 0"
"11/29/2017 7:34:28 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:34:48 AM","Warn","StatusCode is 0"
"11/29/2017 7:34:53 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:35:13 AM","Warn","StatusCode is 0"
"11/29/2017 7:35:17 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:35:37 AM","Warn","StatusCode is 0"
"11/29/2017 7:35:42 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:36:02 AM","Warn","StatusCode is 0"
"11/29/2017 7:36:06 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:36:26 AM","Warn","StatusCode is 0"
"11/29/2017 7:36:31 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:36:51 AM","Warn","StatusCode is 0"
"11/29/2017 7:36:56 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:37:16 AM","Warn","StatusCode is 0"
"11/29/2017 7:37:20 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:37:40 AM","Warn","StatusCode is 0"
"11/29/2017 7:37:45 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:38:05 AM","Warn","StatusCode is 0"
"11/29/2017 7:38:09 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:38:30 AM","Warn","StatusCode is 0"
"11/29/2017 7:38:34 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:38:55 AM","Warn","StatusCode is 0"
"11/29/2017 7:38:59 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:39:19 AM","Warn","StatusCode is 0"
"11/29/2017 7:39:23 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:39:43 AM","Warn","StatusCode is 0"
"11/29/2017 7:39:47 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:40:07 AM","Warn","StatusCode is 0"
"11/29/2017 7:40:11 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:40:31 AM","Warn","StatusCode is 0"
"11/29/2017 7:40:35 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:40:56 AM","Warn","StatusCode is 0"
"11/29/2017 7:41:00 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:41:21 AM","Warn","StatusCode is 0"
"11/29/2017 7:41:25 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:41:45 AM","Warn","StatusCode is 0"
"11/29/2017 7:41:49 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:42:09 AM","Warn","StatusCode is 0"
"11/29/2017 7:42:13 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:42:34 AM","Warn","StatusCode is 0"
"11/29/2017 7:42:38 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:42:58 AM","Warn","StatusCode is 0"
"11/29/2017 7:43:03 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:43:23 AM","Warn","StatusCode is 0"
"11/29/2017 7:43:27 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:43:47 AM","Warn","StatusCode is 0"
"11/29/2017 7:43:52 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:44:12 AM","Warn","StatusCode is 0"
"11/29/2017 7:44:17 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:44:37 AM","Warn","StatusCode is 0"
"11/29/2017 7:44:41 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:45:01 AM","Warn","StatusCode is 0"
"11/29/2017 7:45:06 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:45:26 AM","Warn","StatusCode is 0"
"11/29/2017 7:45:30 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:45:50 AM","Warn","StatusCode is 0"
"11/29/2017 7:45:54 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:46:14 AM","Warn","StatusCode is 0"
"11/29/2017 7:46:18 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:46:38 AM","Warn","StatusCode is 0"
"11/29/2017 7:46:42 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:47:02 AM","Warn","StatusCode is 0"
"11/29/2017 7:47:06 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:47:26 AM","Warn","StatusCode is 0"
"11/29/2017 7:47:30 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:47:50 AM","Warn","StatusCode is 0"
"11/29/2017 7:47:55 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:48:15 AM","Warn","StatusCode is 0"
"11/29/2017 7:48:19 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:48:39 AM","Warn","StatusCode is 0"
"11/29/2017 7:48:43 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:49:03 AM","Warn","StatusCode is 0"
"11/29/2017 7:49:07 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:49:27 AM","Warn","StatusCode is 0"
"11/29/2017 7:49:31 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:49:51 AM","Warn","StatusCode is 0"
"11/29/2017 7:49:55 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:50:15 AM","Warn","StatusCode is 0"
"11/29/2017 7:50:19 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:50:39 AM","Warn","StatusCode is 0"
"11/29/2017 7:50:43 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:51:03 AM","Warn","StatusCode is 0"
"11/29/2017 7:51:07 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:51:27 AM","Warn","StatusCode is 0"
"11/29/2017 7:51:32 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:51:52 AM","Warn","StatusCode is 0"
"11/29/2017 7:51:56 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:52:16 AM","Warn","StatusCode is 0"
"11/29/2017 7:52:20 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:52:40 AM","Warn","StatusCode is 0"
"11/29/2017 7:52:44 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:53:04 AM","Warn","StatusCode is 0"
"11/29/2017 7:53:08 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:53:28 AM","Warn","StatusCode is 0"
"11/29/2017 7:53:32 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:53:52 AM","Warn","StatusCode is 0"
"11/29/2017 7:53:56 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:54:16 AM","Warn","StatusCode is 0"
"11/29/2017 7:54:21 AM","Warn","Server down, waiting 20 seconds"
"11/29/2017 7:54:41 AM","Warn","StatusCode is 0"
